title,genres,original_language,popularity,production_companies,release_year,runtime,vote_average,vote_count,pc_impact,pcif,gif,pop_actor,success_pot
Özleyiş,Romance,tr,0.1341,unknown,1961,2.0,3.35,0.0,0.312982092,low,medium,False,low
Our Great-Grandfather's Grandfather,Drama,az,0.134,unknown,1981,0.0,3.35,0.0,0.312982092,low,high,False,low
Joey Runs Away,Family,en,0.134,unknown,1988,0.0,3.35,0.0,0.312982092,low,medium,False,low
Broadway Bill,Comedy,en,0.1339,columbia,1934,2.148148148148148,6.2,0.048545575,1.650344178225256,high,high,True,low
The Watchers: Beginning,Crime,ru,0.1335,unknown,2015,1.1111111111111107,4.3,0.0291273447512524,0.312982092,low,medium,False,low
Anthony Joshua vs. Carlos Takam,Action,en,0.13340000000000002,unknown,2017,1.1111111111111107,8.0,0.006472743,0.312982092,low,high,False,high
Big City,Drama,en,0.1333,metro-goldwyn-mayer,1937,0.37037037037037024,7.7,0.009709115,1.0234533082758621,medium,high,True,medium
Madambi,Drama,ml,0.1331,unknown,2008,5.185185185185185,5.5,0.035600088,0.312982092,low,high,True,low
Red,multiple,ta,0.133,unknown,2002,6.074074074074074,5.4,0.0194182298341683,0.312982092,low,low,False,low
Mouna Guru,Action,ta,0.133,unknown,2011,5.481481481481481,7.0,0.006472743,0.312982092,low,high,False,medium
The Car Mechanic,Horror,es,0.1329,unknown,2019,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Blood Pi,Horror,en,0.13269999999999998,itn distribution,2020,1.1851851851851851,3.35,0.003236372,0.00266572,low,high,False,low
Queen,Drama,ml,0.1326,unknown,2018,6.296296296296296,6.5,0.035600088,0.312982092,low,high,False,low
Byomkesh Bakshi,Thriller,bn,0.13169999999999998,unknown,2015,2.5925925925925917,7.7,0.0194182298341683,0.312982092,low,medium,False,low
Preacherman,Drama,en,0.13140000000000002,unknown,1971,0.8888888888888884,4.8,0.0291273447512524,0.312982092,low,high,False,high
Christian Brothers,Action,ml,0.13140000000000002,varnachithra big screen,2011,7.2592592592592595,4.3,0.035600088,1.384e-05,low,high,True,medium
Pizza 2: Villa,Horror,ta,0.13140000000000002,thirukumaran,2013,2.0,5.7,0.0258909731122244,0.000532655,low,high,False,medium
ROW Ladies Night Out 4,Action,en,0.1309,unknown,2018,5.333333333333332,9.35,0.003236372,0.312982092,low,high,False,low
Doctor Proctor: Bubble in the Bathtub,multiple,no,0.1308,tradewind,2015,1.481481481481481,6.1,0.0161818581951402,0.0067942,low,low,False,low
Saranair: The Movie,Comedy,th,0.13069999999999998,unknown,2009,1.1111111111111107,5.0,0.006472743,0.312982092,low,high,False,high
Actor in Law,multiple,ur,0.13069999999999998,filmwala,2016,2.962962962962962,7.4,0.03883646,0.0004643,low,low,False,medium
Shaolin Heroes,Action,zh,0.13040000000000002,unknown,1979,1.1111111111111107,7.0,0.003236372,0.312982092,low,high,False,low
Money Not Enough 2,Comedy,zh,0.1302,unknown,2008,3.777777777777777,6.7,0.009709115,0.312982092,low,high,False,high
Andy Mckee: Joyland,Music,pt,0.1295,unknown,2010,0.0,5.3,0.006472743,0.312982092,low,low,False,low
Mehrunisa V Lub U,Comedy,ur,0.12940000000000002,unknown,2017,7.2592592592592595,9.35,0.003236372,0.312982092,low,high,False,low
Pokkiri Raja,Action,ml,0.1293,unknown,2010,4.518518518518517,5.4,0.0453092029463927,0.312982092,low,high,False,high
Beyond Extreme Warfare Revenge,Action,en,0.1292,unknown,2018,6.296296296296296,9.35,0.003236372,0.312982092,low,high,False,low
Ready O/R Knot,Romance,cn,0.1291,emperor,2021,2.2222222222222223,6.0,0.003236372,0.6342111633333334,low,medium,False,low
Paragraph 78: Film Two,Science Fiction,ru,0.1291,unknown,2007,1.1111111111111107,4.95,0.064727433,0.312982092,low,high,False,low
Aagathan,Mystery,ml,0.1291,unknown,2010,3.333333333333334,5.0,0.032363716,0.312982092,low,low,False,low
Lava,Animation,es,0.12869999999999998,unknown,2019,0.0,5.0,0.0129454865561122,0.312982092,low,medium,False,low
VeggieTales: The Toy That Saved Christmas,Family,en,0.1286,big idea,1996,0.0,5.5,0.0258909731122244,0.13248443999999998,low,medium,False,low
The Kung Fu Scholar,Comedy,cn,0.1285,unknown,1994,1.4074074074074074,5.9,0.0129454865561122,0.312982092,low,high,False,low
"Kidnapping, Caucasian Style",Romance,ru,0.1283,unknown,2014,1.481481481481481,3.35,0.055018318,0.312982092,low,medium,False,low
This Is Sodom,Comedy,he,0.128,united king,2010,0.9629629629629628,6.9,0.05825469,0.007654489333333333,low,high,False,medium
Savages,Comedy,ru,0.12789999999999999,unknown,2006,1.8518518518518512,7.0,0.055018318,0.312982092,low,high,False,low
Scribblers,Comedy,ru,0.1276,unknown,2014,0.6666666666666661,3.35,0.0161818581951402,0.312982092,low,high,False,low
Queens of Combat QOC 2,Action,en,0.1275,unknown,2014,3.333333333333334,9.0,0.006472743,0.312982092,low,high,False,low
Oru Murai Vanthu Paarthaya,Comedy,ml,0.1275,unknown,2016,5.62962962962963,4.5,0.009709115,0.312982092,low,high,False,low
Baptists at Our Barbecue,Comedy,en,0.1274,mirror,2004,1.2592592592592595,4.0,0.006472743,0.020977074999999998,low,high,False,low
Battle of the Sexes,Comedy,ru,0.1273,unknown,2015,0.8148148148148149,6.4,0.0161818581951402,0.312982092,low,high,False,low
Duniyadari,Unknown,mr,0.1268,unknown,2014,5.4074074074074066,7.0,0.0129454865561122,0.312982092,low,low,False,low
Maalik,multiple,ur,0.1265,unknown,2016,5.925925925925926,6.9,0.035600088,0.312982092,low,low,False,low
MAN YAZEWAL 2 amhaaric movie,Unknown,en,0.1256,unknown,2022,1.1111111111111107,3.35,0.0,0.312982092,low,low,False,low
Bar Wrestling 28: The Best City I've Ever Been To,Action,en,0.1254,unknown,2019,1.7777777777777777,8.0,0.003236372,0.312982092,low,high,False,low
Sons of Apollo: Live With The Plovdiv Psychotic Symphony,Music,en,0.1254,unknown,2019,10.0,8.7,0.009709115,0.312982092,low,low,False,high
Ring Master,Comedy,ml,0.1253,unknown,2014,5.555555555555555,3.35,0.0258909731122244,0.312982092,low,high,False,medium
Cake,multiple,ur,0.12490000000000001,unknown,2018,3.703703703703704,6.7,0.0291273447512524,0.312982092,low,low,False,low
Jawani Phir Nahi Ani,multiple,ur,0.1248,six sigma,2015,6.148148148148147,7.2,0.0291273447512524,0.00105401,low,low,False,high
Aagathan,Mystery,ml,0.1247,unknown,2010,3.333333333333334,5.0,0.032363716,0.312982092,low,low,False,low
Summer Window,Drama,de,0.1247,zdf,2011,1.5555555555555554,5.1,0.048545575,0.026522486600000002,low,high,False,low
Anthony Joshua vs. Carlos Takam,Action,en,0.1246,unknown,2017,1.1111111111111107,8.0,0.006472743,0.312982092,low,high,False,high
Parnell,Drama,en,0.1246,metro-goldwyn-mayer,1937,3.185185185185185,5.0,0.0161818581951402,1.0234533082758621,medium,high,True,low
Queens Of Combat QOC 10,Action,en,0.1244,unknown,2016,0.0740740740740744,9.35,0.003236372,0.312982092,low,high,False,low
PWWA All Womens Wrestling,Drama,en,0.12430000000000001,unknown,2011,3.481481481481481,7.0,0.003236372,0.312982092,low,high,False,low
Chapters,Drama,ml,0.12430000000000001,unknown,2012,3.1111111111111107,7.0,0.009709115,0.312982092,low,high,False,low
The Dead Walk,Horror,en,0.1242,unknown,2008,1.1111111111111107,3.35,0.003236372,0.312982092,low,high,False,low
Bezerra de Menezes: O Diário de um Espírito,Drama,en,0.1242,unknown,2008,0.0,4.3,0.0161818581951402,0.312982092,low,high,False,low
Piratas en el Callao,History,es,0.12410000000000002,unknown,2005,0.22222222222222232,3.5,0.0161818581951402,0.312982092,low,low,False,low
Captain Hurricane,Comedy,en,0.12410000000000002,rko,1935,0.0,4.0,0.003236372,0.11182641714285715,low,high,False,low
Tell 'em Steve-Dave: Puppet Theater,Comedy,en,0.124,unknown,2013,1.4074074074074074,9.35,0.003236372,0.312982092,low,high,False,low
Thenkasipattanam,Comedy,ml,0.124,unknown,2000,5.555555555555555,7.6,0.0453092029463927,0.312982092,low,high,False,low
Ennu Ninte Moideen,Drama,ml,0.1238,unknown,2015,6.814814814814815,6.896,0.077672919,0.312982092,low,high,False,high
WSU Uncensored Rumble V,Action,en,0.1238,unknown,2012,7.925925925925926,6.0,0.006472743,0.312982092,low,high,False,low
Priyappettavar,Drama,ml,0.1238,unknown,2021,3.6296296296296298,3.35,0.0,0.312982092,low,high,False,low
Beremennyy,Comedy,ru,0.1237,unknown,2011,0.44444444444444464,3.35,0.0517819462244488,0.312982092,low,high,False,high
inhale & exhale,Drama,ru,0.1237,unknown,2006,0.8148148148148149,6.0,0.0129454865561122,0.312982092,low,high,False,low
"Dad, I'm Sorry",Comedy,vi,0.1236,unknown,2021,3.9259259259259256,7.2,0.0161818581951402,0.312982092,low,high,False,high
Vanakkam Chennai,Romance,ta,0.1234,red giant,2013,5.62962962962963,6.2,0.0291273447512524,0.0,low,medium,False,high
Puthan Panam,Action,ml,0.1233,unknown,2017,5.333333333333332,5.4,0.032363716,0.312982092,low,high,False,low
O Astrapogiannos,Drama,el,0.1233,unknown,1970,3.0370370370370363,4.7,0.009709115,0.312982092,low,high,False,low
inhale & exhale,Drama,ru,0.1233,unknown,2006,0.8148148148148149,6.0,0.0129454865561122,0.312982092,low,high,False,low
Beau Geste,Action,en,0.12310000000000001,paramount,1926,2.0,5.8,0.0291273447512524,1.516934121304348,high,high,True,low
Aandavar,Science Fiction,ta,0.12310000000000001,unknown,2018,0.0,3.35,0.0,0.312982092,low,high,False,low
The Black Room,Horror,en,0.123,butler,1982,0.9629629629629628,3.8,0.0291273447512524,0.0,low,high,False,medium
Women Of Warriors VI,Action,en,0.12279999999999999,unknown,2018,0.0,8.0,0.003236372,0.312982092,low,high,False,low
Thawed Carp,Drama,ru,0.12250000000000001,unknown,2017,1.6296296296296298,7.1,0.03883646,0.312982092,low,high,False,low
"If Only, If Only",Comedy,ru,0.1223,m,2011,1.1111111111111107,6.0,0.003236372,3.179322745,very high,high,False,low
Tell 'em Steve-Dave: Puppet Theater,Comedy,en,0.122,unknown,2013,1.4074074074074074,9.35,0.003236372,0.312982092,low,high,False,low
Katari Veera Surasundarangi,Unknown,kn,0.122,rockline s,2012,0.0,3.35,0.009709115,0.0,low,low,False,medium
Mr. Local Man,Romance,en,0.12190000000000001,unknown,2019,0.0,9.35,0.006472743,0.312982092,low,medium,False,low
Babu Bangaram,Action,te,0.12179999999999999,sithara s,2016,5.555555555555555,5.3,0.0291273447512524,1.1329999999999998e-05,low,high,False,low
The Good Boy,Comedy,ru,0.1217,art  studio,2016,1.481481481481481,5.7,0.093854778,0.68707119,low,high,False,low
Voiceless,Drama,en,0.1217,unknown,2016,2.3703703703703702,3.35,0.0,0.312982092,low,high,False,low
A Family On Edge,multiple,en,0.1214,unknown,2015,2.7407407407407405,7.0,0.003236372,0.312982092,low,low,False,low
Wrong No.,Comedy,ur,0.1214,unknown,2015,4.296296296296296,5.9,0.0226546014731963,0.312982092,low,high,False,medium
Full Grown Men,Comedy,en,0.1212,unknown,2006,0.22222222222222232,3.35,0.0,0.312982092,low,high,False,low
Ateş Parçası,Romance,tr,0.121,unknown,1971,1.0370370370370372,6.0,0.0129454865561122,0.312982092,low,medium,False,low
The Flash - A New Beginning,Action,en,0.12090000000000001,unknown,2016,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Say It with Songs,Music,en,0.12090000000000001,warner bros,1929,1.481481481481481,5.0,0.006472743,1.6886122643533121,high,low,False,medium
A Family Affair,Comedy,en,0.12079999999999999,metro-goldwyn-mayer,1937,0.0,6.2,0.0291273447512524,1.0234533082758621,medium,high,True,low
Nalpathiyonnu,Drama,ml,0.12079999999999999,signature,2019,4.37037037037037,6.0,0.003236372,0.012232634166666667,low,high,False,low
WSU 8th Anniversary Show,Drama,en,0.1206,unknown,2015,7.777777777777777,6.0,0.003236372,0.312982092,low,high,False,low
WSU Power,Drama,en,0.12050000000000001,unknown,2015,1.5555555555555554,8.5,0.006472743,0.312982092,low,high,False,low
Kölcsönlakás,Romance,hu,0.1204,unknown,2019,1.481481481481481,6.1,0.0258909731122244,0.312982092,low,medium,False,low
Monkey King vs. Er Lang Shen,multiple,zh,0.1203,unknown,2007,0.0,3.35,0.0,0.312982092,low,low,False,low
The Beautiful Blonde from Bashful Bend,multiple,en,0.12010000000000001,20th century fox,1949,0.14814814814814792,5.3,0.0291273447512524,2.346507158347826,high,low,False,low
Kabaddi Kabaddi,Romance,ne,0.12,black horse,2015,4.444444444444445,8.7,0.009709115,1.4710000000000001e-05,low,medium,False,low
Achayans,Thriller,ml,0.1196,unknown,2017,4.814814814814815,5.6,0.0226546014731963,0.312982092,low,medium,False,medium
Army Daze,Comedy,en,0.1196,unknown,1996,0.6666666666666661,7.0,0.006472743,0.312982092,low,high,False,low
Olpo Holeo Sotti,Drama,bn,0.11950000000000001,unknown,2021,1.8518518518518512,3.35,0.0,0.312982092,low,high,False,low
Amazon Obhijaan,Adventure,bn,0.11910000000000001,unknown,2017,4.814814814814815,5.4,0.0226546014731963,0.312982092,low,high,False,medium
Housos vs. Authority,Comedy,en,0.119,transmission,2012,2.0740740740740735,5.2,0.0194182298341683,0.01611592,low,high,False,low
Avenge,Crime,en,0.1187,unknown,2002,0.37037037037037024,3.35,0.0,0.312982092,low,medium,False,low
Polytechnic,Comedy,ml,0.1182,unknown,2014,5.555555555555555,4.2,0.0161818581951402,0.312982092,low,high,False,low
lov(N)er,Drama,en,0.118,unknown,2021,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Star,Drama,ru,0.11779999999999999,mars media,2014,3.9259259259259256,6.1,0.071200176,0.0,low,high,False,low
The Rise of Warwind Star Wars Fan Film,Science Fiction,en,0.1177,unknown,2022,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Deportees,multiple,fa,0.11739999999999999,unknown,2007,2.148148148148148,6.45,0.032363716,0.312982092,low,low,False,low
The Cabin House,Horror,en,0.1173,unknown,2019,3.333333333333334,3.35,0.0,0.312982092,low,high,False,low
Sound Thoma,Comedy,ml,0.11710000000000001,unknown,2013,6.296296296296296,4.6,0.0226546014731963,0.312982092,low,high,False,high
How to Water a Sunflower,Fantasy,es,0.11710000000000001,unknown,2019,0.0,9.35,0.003236372,0.312982092,low,medium,False,low
Medium Rare,Crime,en,0.11710000000000001,unknown,1991,4.888888888888889,3.35,0.0,0.312982092,low,medium,False,low
Jawani Phir Nahi Ani,multiple,ur,0.11699999999999999,six sigma,2015,6.148148148148147,7.2,0.0291273447512524,0.00105401,low,low,False,high
Sarvann,multiple,pa,0.1169,purple pebble,2017,3.0370370370370363,9.0,0.006472743,0.002463743333333333,low,low,False,medium
Sakhavu,Drama,ml,0.1169,unknown,2017,6.518518518518517,4.9,0.048545575,0.312982092,low,high,False,medium
Absolution,Thriller,fi,0.1169,vertigo,2015,1.333333333333333,5.6,0.0226546014731963,0.78848858725,low,medium,False,low
Karar: The Deal,Thriller,hi,0.1169,unknown,2014,2.962962962962962,3.35,0.0,0.312982092,low,medium,False,low
Amod Faqrey,Comedy,ar,0.11679999999999999,unknown,2016,1.1111111111111107,7.0,0.003236372,0.312982092,low,high,False,low
The Fright Before Christmas,Thriller,en,0.1167,unknown,2021,0.0,9.35,0.003236372,0.312982092,low,medium,False,low
Kaptaan,multiple,en,0.1167,tips industries,2016,4.962962962962962,5.5,0.006472743,0.025624835,low,low,False,low
Can You Imagine,Comedy,en,0.1167,unknown,2010,0.0,3.35,0.0,0.312982092,low,high,False,low
Sweet Journey,Adventure,en,0.1167,unknown,2011,1.5555555555555554,7.0,0.003236372,0.312982092,low,high,False,high
Stardom Cinderella Tournament,Action,en,0.1167,unknown,2015,0.0,8.0,0.003236372,0.312982092,low,high,False,low
Seeking Nirvana,Comedy,en,0.1166,unknown,2012,3.333333333333334,9.0,0.003236372,0.312982092,low,high,False,low
People Get Eaten,Comedy,da,0.1165,det danskeinstitut,2015,2.148148148148148,6.0,0.0226546014731963,0.03965093,low,high,False,low
Carmen G,Thriller,en,0.1165,unknown,2012,0.0,7.0,0.003236372,0.312982092,low,medium,False,low
"From Iran, a Separation",Documentary,fa,0.11639999999999999,memento,2011,0.0,8.6,0.0291273447512524,0.105176928,low,medium,False,high
WSU Uncensored Rumble V,Action,en,0.1162,unknown,2012,7.925925925925926,6.0,0.006472743,0.312982092,low,high,False,low
Convention City,Comedy,en,0.1162,unknown,1933,0.0,3.35,0.003236372,0.312982092,low,high,True,low
Tesla - Five Man Video Band,Music,en,0.11610000000000001,sony,1990,0.0740740740740744,8.0,0.003236372,0.41231176965517236,low,low,False,low
Son of the Gods,Drama,en,0.11599999999999999,unknown,1930,1.1111111111111107,6.0,0.006472743,0.312982092,low,high,False,low
The Desert Song,Music,en,0.1159,warner bros,1929,3.5555555555555554,4.5,0.006472743,1.6886122643533121,high,low,True,high
Catch Women's,Drama,ar,0.11579999999999999,unknown,1975,0.0,5.5,0.006472743,0.312982092,low,high,False,low
The Girl on the Mat,Unknown,en,0.11579999999999999,unknown,2016,0.0,9.35,0.006472743,0.312982092,low,low,False,low
Pattiyal,Crime,ta,0.1157,unknown,2006,4.814814814814815,7.2,0.0161818581951402,0.312982092,low,medium,False,high
Z-Baw,Unknown,en,0.11539999999999999,unknown,2012,1.1111111111111107,5.0,0.006472743,0.312982092,low,low,False,low
Samanyolu,Romance,tr,0.11539999999999999,unknown,1959,0.0,9.35,0.003236372,0.312982092,low,medium,False,low
Il nostro matrimonio è in crisi,Comedy,it,0.1152,filmauro,2001,0.0,5.8,0.071200176,0.24865427,low,high,False,low
Writer's block,Thriller,ta,0.11510000000000001,unknown,2021,0.0,9.0,0.003236372,0.312982092,low,medium,False,low
The Dark Days of Demetrius,Horror,en,0.11510000000000001,unknown,2019,0.0,8.0,0.003236372,0.312982092,low,high,False,low
Kalbimin Şarkısı,Drama,tr,0.11510000000000001,unknown,1956,0.8888888888888884,8.5,0.006472743,0.312982092,low,high,False,low
Kart Horoz,Comedy,tr,0.11510000000000001,unknown,1965,0.0,5.5,0.006472743,0.312982092,low,high,False,low
After Office Hours,Crime,en,0.1145,metro-goldwyn-mayer,1935,0.0,6.3,0.0226546014731963,1.0234533082758621,medium,medium,True,low
Sarigama,Family,si,0.1145,unknown,2016,4.37037037037037,9.35,0.003236372,0.312982092,low,medium,False,low
Barking Dogs,Drama,en,0.1145,unknown,2021,0.0,3.35,0.0,0.312982092,low,high,False,low
FOMO: Fear of Missing Out,Drama,hu,0.11439999999999999,filmteam,2019,0.0,7.0,0.0194182298341683,0.00240099,low,high,False,low
A Tale Of Love (The Untold Truth That Everybody Knows),Thriller,es,0.1143,tomorrow,2019,0.0,3.35,0.0,0.0,low,medium,False,low
Boris en merida,Unknown,es,0.1139,unknown,2008,0.0,3.35,0.0,0.312982092,low,low,False,low
Article 21 A,Drama,hi,0.1139,unknown,2020,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Sweet Journey,Adventure,en,0.1139,unknown,2011,1.5555555555555554,7.0,0.003236372,0.312982092,low,high,False,high
Hatchet Man,Crime,en,0.11379999999999998,unknown,2008,0.0,3.35,0.0,0.312982092,low,medium,False,low
Bright Red,Thriller,pt,0.11379999999999998,bulb,2014,0.0,3.35,0.0,3.817e-05,low,medium,False,low
Stardom New Year Stars Day 1,Drama,en,0.11339999999999999,unknown,2019,4.222222222222221,7.0,0.003236372,0.312982092,low,high,False,low
Stardom New Years Stars  Tag 3 (Evening Show),Drama,en,0.11339999999999999,unknown,2019,4.37037037037037,7.0,0.003236372,0.312982092,low,high,False,low
ROW Ladies Night Out 3,Action,en,0.1133,unknown,2018,3.481481481481481,9.35,0.003236372,0.312982092,low,high,False,low
Indestructible: Afterlife,Unknown,en,0.1132,unknown,2018,2.8888888888888893,9.35,0.003236372,0.312982092,low,low,False,low
Startup,Drama,ru,0.1131,unknown,2014,1.2592592592592595,4.8,0.0194182298341683,0.312982092,low,high,False,low
Women's Wrestling Revolution WWR Five Year Plan,Drama,en,0.1131,unknown,2018,1.1111111111111107,5.0,0.003236372,0.312982092,low,high,False,low
